Contract,customerID,Dependents,DeviceProtection,gender,MonthlyCharges,InternetService,OnlineSecurity,PaperlessBilling,MultipleLines,Partner,OnlineBackup,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,tenure,TotalCharges
Month-to-month,5389-FFVKB,No,No,Male,80.3,Fiber optic,No,Yes,No,Yes,No,Credit card (automatic),Yes,1,Yes,No,No,32,2483.05
Month-to-month,5393-RXQSZ,No,No,Male,79.6,Fiber optic,No,No,No,No,No,Electronic check,Yes,0,Yes,No,No,1,79.6
Month-to-month,5394-SVGJV,No,No,Male,98.8,Fiber optic,No,No,Yes,No,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,37,3475.55
Month-to-month,5419-CONWX,No,Yes,Female,99.8,Fiber optic,No,Yes,No,No,Yes,Credit card (automatic),Yes,1,Yes,Yes,No,4,442.85
Month-to-month,5419-JPRRN,No,Yes,Male,101.45,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,Yes,No,1,101.45
Month-to-month,5419-KLXBN,Yes,Yes,Female,89.15,Fiber optic,No,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,No,Yes,No,25,2257.75
Month-to-month,5442-UTCVD,Yes,Yes,Male,91.85,Fiber optic,No,No,Yes,No,No,Electronic check,Yes,0,Yes,No,No,3,257.05
Month-to-month,5442-XSDCW,Yes,No,Male,79.5,Fiber optic,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,No,Yes,No,11,868.5
Month-to-month,5445-UTODQ,No,No,Female,81.1,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,No,Yes,No,7,576.65
Month-to-month,5449-FIBXJ,Yes,Yes,Male,103.3,Fiber optic,No,No,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,19,2012.7
Month-to-month,5480-HPRRX,No,No,Female,25.3,DSL,No,No,No phone service,No,No,Electronic check,No,1,No,No,No,3,77.75
Month-to-month,5480-TBGPH,No,Yes,Female,99.3,Fiber optic,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,24,2431.35
Month-to-month,5482-NUPNA,No,No,Female,60.4,DSL,Yes,Yes,No,No,Yes,Mailed check,Yes,0,No,No,Yes,4,272.15
Month-to-month,5482-PLVPE,No,No,Female,24.35,DSL,No,No,No phone service,No,No,Electronic check,No,1,No,No,No,2,41.85
Month-to-month,5485-WUYWF,No,Yes,Male,66.4,DSL,Yes,No,No,No,No,Bank transfer (automatic),Yes,1,No,Yes,No,2,94.55
Month-to-month,5493-SDRDQ,No,Yes,Male,55.1,DSL,Yes,Yes,No,No,No,Mailed check,Yes,0,No,No,No,2,113.35
Month-to-month,5494-HECPR,No,No,Female,80.25,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,Yes,No,1,80.25
Month-to-month,5498-TXHLF,Yes,Yes,Female,87.45,Fiber optic,No,No,Yes,Yes,No,Electronic check,Yes,0,No,Yes,No,34,2874.15
Month-to-month,5502-RLUYV,Yes,Yes,Female,103.95,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,69,7446.9
Month-to-month,5510-BOIUJ,Yes,No internet service,Male,19.25,No,No internet service,No,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,19.25
Month-to-month,5515-AKOAJ,No,No,Female,100.1,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,Yes,Yes,54,5440.9
Month-to-month,5515-IDEJJ,Yes,No internet service,Male,19.9,No,No internet service,No,No,Yes,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,19.9
Month-to-month,5519-NPHVG,No,No,Female,94.2,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,Yes,No,12,1046.1
Month-to-month,5519-YLDGW,No,Yes,Female,103.9,Fiber optic,Yes,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,No,21,2254.2
Month-to-month,5520-FVEWJ,Yes,Yes,Female,84.5,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,0,No,No,No,12,916.9
Month-to-month,5536-RTPWK,No,No,Male,99.05,Fiber optic,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,No,49,4853.75
Month-to-month,5536-SLHPM,No,Yes,Female,77.75,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,No,No,No,55,4458.15
Month-to-month,5539-TMZLF,No,No,Male,69.75,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,1,No,No,No,1,69.75
Month-to-month,5550-VFRLC,No,No,Female,69.85,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,1,No,No,No,1,69.85
Month-to-month,5552-ZNFSJ,No,No,Male,45.3,DSL,No,No,No,No,No,Electronic check,Yes,0,No,No,No,1,45.3
Month-to-month,5561-NWEVX,No,Yes,Female,79.2,Fiber optic,No,No,Yes,Yes,No,Electronic check,Yes,1,No,No,No,2,172.85
Month-to-month,5564-NEMQO,No,Yes,Female,75.3,Fiber optic,No,Yes,No,No,No,Bank transfer (automatic),Yes,1,No,No,No,1,75.3
Month-to-month,5565-FILXA,No,No,Female,96.15,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,Yes,Yes,No,16,1529.2
Month-to-month,5567-WSELE,No,No,Male,94.6,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,1,Yes,Yes,No,3,279.55
Month-to-month,5569-KGJHX,Yes,No,Female,85.35,Fiber optic,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,0,No,Yes,No,9,754.65
Month-to-month,5569-OUICF,No,No,Female,101.3,Fiber optic,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,1,Yes,Yes,Yes,28,2812.2
Month-to-month,5570-PTWEH,No,No,Female,75.15,Fiber optic,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,No,No,No,3,216.75
Month-to-month,5572-ZDXHY,No,No,Female,84.3,Fiber optic,No,Yes,No,No,Yes,Mailed check,Yes,0,Yes,No,No,22,1855.65
Month-to-month,5577-OTWWW,No,No internet service,Female,19.75,No,No internet service,No,No,No,No internet service,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,15,297.3
Month-to-month,5583-SXDAG,No,No,Male,70,Fiber optic,No,No,No,Yes,No,Electronic check,Yes,0,No,No,No,1,70
Month-to-month,5590-BYNII,No,No,Male,100.75,Fiber optic,Yes,Yes,Yes,No,No,Electronic check,Yes,0,Yes,Yes,No,22,2095
Month-to-month,5590-YRFJT,No,No,Female,24.45,DSL,No,Yes,No phone service,Yes,No,Electronic check,No,0,No,No,No,20,482.8
Month-to-month,5597-GLBUC,No,Yes,Female,85.45,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,Yes,No,1,85.45
Month-to-month,5609-CEBID,No,Yes,Female,94.1,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,1,Yes,No,No,20,1782.4
Month-to-month,5616-PRTNT,Yes,No internet service,Male,19.4,No,No internet service,Yes,No,No,No internet service,Electronic check,Yes,0,No internet service,No internet service,No internet service,20,374.5
Month-to-month,5624-BQSSA,No,No internet service,Female,20.95,No,No internet service,No,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20.95
Month-to-month,5644-PDMZC,No,No,Female,89.5,Fiber optic,No,No,Yes,No,Yes,Electronic check,Yes,1,Yes,No,No,2,161.5
Month-to-month,5649-ANRML,No,Yes,Male,95.1,Fiber optic,No,Yes,No,No,Yes,Credit card (automatic),Yes,1,Yes,No,Yes,2,180.25
Month-to-month,5649-TJHOV,No,No,Male,36.5,DSL,No,No,No phone service,Yes,No,Bank transfer (automatic),No,1,Yes,No,No,27,1032
Month-to-month,5650-VDUDS,No,No,Female,24.25,DSL,No,Yes,No phone service,No,No,Mailed check,No,0,No,No,No,4,96.05
Month-to-month,5655-JSMZM,No,No,Male,96.2,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,Yes,Yes,No,49,4718.25
Month-to-month,5669-SRAIP,No,Yes,Female,39.5,DSL,No,No,No phone service,No,No,Electronic check,No,0,Yes,No,No,5,210.75
Month-to-month,5673-FSSMF,No,No,Female,60.15,DSL,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,No,No,1,60.15
Month-to-month,5673-TIYIB,No,Yes,Male,40.4,DSL,No,Yes,No phone service,No,Yes,Credit card (automatic),No,0,No,No,Yes,2,77.15
Month-to-month,5685-IIXLY,Yes,No,Female,83.6,Fiber optic,No,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,No,No,5,404.2
Month-to-month,5687-DKDTV,No,No internet service,Female,20.35,No,No internet service,No,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,4,77.5
Month-to-month,5688-KZTSN,Yes,No internet service,Male,20,No,No internet service,Yes,No,Yes,No internet service,Electronic check,Yes,0,No internet service,No internet service,No internet service,15,288.05
Month-to-month,5692-FPTAH,No,No,Female,45.4,DSL,No,Yes,No,No,No,Mailed check,Yes,0,No,No,No,1,45.4
Month-to-month,5696-QURRL,No,No,Male,45.05,DSL,No,Yes,No,No,No,Mailed check,Yes,0,No,No,No,1,45.05
Month-to-month,5698-BQJOH,No,No,Female,94.4,Fiber optic,No,No,Yes,No,No,Electronic check,Yes,0,Yes,Yes,No,9,857.25
Month-to-month,5707-ORNDZ,No,No,Male,54.55,DSL,Yes,No,Yes,No,No,Electronic check,Yes,1,No,No,No,9,494.05
Month-to-month,5708-EVONK,Yes,No,Female,93.4,Fiber optic,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,No,No,58,5435.6
Month-to-month,5712-PTIWW,No,Yes,Male,79.85,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,Yes,2,152.45
Month-to-month,5729-KLZAR,Yes,No,Female,80.85,Fiber optic,No,No,No,Yes,No,Electronic check,Yes,0,Yes,No,No,4,302.75
Month-to-month,5747-PMBSQ,No,Yes,Male,92.5,Fiber optic,No,Yes,No,Yes,Yes,Mailed check,Yes,1,No,Yes,Yes,10,934.1
Month-to-month,5759-RCVCB,No,No,Female,35.2,DSL,No,No,No phone service,No,No,Credit card (automatic),No,0,No,Yes,No,3,108.95
Month-to-month,5766-XQXMQ,No,Yes,Female,68.85,DSL,Yes,Yes,No,No,Yes,Bank transfer (automatic),Yes,0,Yes,No,No,29,1970.5
Month-to-month,5766-ZJYBB,No,No internet service,Male,19.4,No,No internet service,No,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,19.4
Month-to-month,5797-APWZC,No,No,Female,90.6,Fiber optic,No,No,No,No,No,Electronic check,Yes,0,Yes,Yes,No,1,90.6
Month-to-month,5804-LEPIM,No,No,Female,70.35,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,1,No,No,No,2,139.05
Month-to-month,5813-UECBU,No,Yes,Male,83.85,Fiber optic,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,1,No,No,No,33,2716.3
Month-to-month,5832-XKAES,No,No,Male,69.8,Fiber optic,No,Yes,No,No,No,Credit card (automatic),Yes,0,No,No,No,2,134.7
Month-to-month,5834-ASPWA,No,No,Male,75.45,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,No,No,1,75.45
Month-to-month,5835-BEQEU,No,No,Male,76.95,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,No,No,3,228.4
Month-to-month,5842-POCOP,No,Yes,Female,88.9,Fiber optic,Yes,Yes,No,Yes,No,Mailed check,Yes,0,Yes,No,No,5,454.15
Month-to-month,5868-CZJDR,Yes,No,Male,31.35,DSL,No,Yes,No phone service,No,Yes,Mailed check,No,0,No,No,No,1,31.35
Month-to-month,5868-YWPDW,No,No,Male,84.2,Fiber optic,No,Yes,No,Yes,Yes,Electronic check,Yes,1,Yes,No,No,6,519.15
Month-to-month,5875-YPQFJ,No,No,Male,69.9,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,1,69.9
Month-to-month,5876-HZVZM,Yes,No,Female,55.9,DSL,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,0,No,No,No,6,365.35
Month-to-month,5883-GTGVD,No,No,Male,99.95,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,No,19,1931.75
Month-to-month,5884-GCYMI,No,No,Male,69.4,Fiber optic,No,No,No,No,No,Mailed check,Yes,0,No,No,No,1,69.4
Month-to-month,5889-JTMUL,No,Yes,Female,95.05,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,1,No,Yes,No,50,4888.7
Month-to-month,5889-LFOLL,No,No,Female,84.6,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,No,No,13,1115.2
Month-to-month,5896-NPFWW,Yes,Yes,Male,50.15,DSL,No,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,3,168.15
Month-to-month,5899-MQZZL,No,No,Female,75,Fiber optic,No,Yes,Yes,No,No,Mailed check,Yes,0,No,No,No,13,999.45
Month-to-month,5908-QMGOE,No,No,Male,74.2,Fiber optic,No,Yes,Yes,No,No,Credit card (automatic),Yes,1,No,No,No,15,1133.9
Month-to-month,5909-ECHUI,No,No,Female,56.25,DSL,No,Yes,No,No,No,Electronic check,Yes,0,Yes,No,No,1,56.25
Month-to-month,5914-DVBWJ,No,No,Female,85.45,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,1,No,No,Yes,18,1505.85
Month-to-month,5919-TMRGD,Yes,No,Female,79.35,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,Yes,No,1,79.35
Month-to-month,5922-ABDVO,No,Yes,Female,89.65,Fiber optic,No,No,Yes,Yes,No,Mailed check,Yes,0,Yes,No,No,19,1761.05
Month-to-month,5923-GXUOC,No,Yes,Male,104.4,Fiber optic,Yes,Yes,No,No,Yes,Electronic check,Yes,0,Yes,Yes,No,10,1081.45
Month-to-month,5931-FLJJF,No,No,Male,70.1,Fiber optic,No,Yes,No,Yes,No,Mailed check,Yes,1,No,No,No,7,467.55
Month-to-month,5940-AHUHD,No,No,Male,70.6,Fiber optic,No,No,No,No,No,Mailed check,Yes,0,No,No,No,1,70.6
Month-to-month,5940-NFXKV,Yes,No,Male,83.65,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,No,No,19,1465.75
Month-to-month,5949-EBSQK,Yes,No,Male,61.45,DSL,No,No,No,Yes,No,Credit card (automatic),Yes,0,Yes,No,Yes,4,229.55
Month-to-month,5949-XIKAE,Yes,No,Female,83.55,Fiber optic,No,Yes,No,Yes,Yes,Electronic check,Yes,0,No,Yes,No,8,680.05
Month-to-month,5955-ERIHD,No,No,Male,94.7,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,No,18,1687.95
Month-to-month,5956-VKDTT,No,No,Female,74.35,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,1,No,No,No,5,334.8
Month-to-month,5959-BELXA,No,No,Male,96.15,Fiber optic,No,Yes,Yes,No,No,Credit card (automatic),Yes,1,Yes,Yes,No,32,3019.25
Month-to-month,5960-WPXQM,No,No,Male,79.05,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,Yes,No,1,79.05
Month-to-month,5976-JCJRH,No,No,Male,70.3,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,10,738.2
Month-to-month,5980-NOPLP,No,No,Female,96.1,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,No,44,4364.1
Month-to-month,5981-ITEMU,No,No,Male,97.1,Fiber optic,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,No,40,3706.95
Month-to-month,5995-OIGLP,No,No,Male,56.65,DSL,Yes,No,No,No,No,Mailed check,Yes,0,No,No,Yes,12,654.85
Month-to-month,5998-VVEJY,No,No,Male,80.5,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,No,Yes,26,2088.8
Month-to-month,6000-APYLU,No,No,Male,80.8,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,Yes,No,No,9,713.1
Month-to-month,6005-OBZPH,No,No,Female,89.15,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,1,No,Yes,No,26,2277.65
Month-to-month,6015-VVHHE,No,No,Female,83.15,Fiber optic,No,Yes,Yes,No,No,Credit card (automatic),Yes,1,No,Yes,No,5,446.05
Month-to-month,6017-PPLPX,Yes,No,Male,70.45,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,20,1470.95
Month-to-month,6022-UGGSO,No,No,Female,74.4,Fiber optic,No,Yes,No,No,Yes,Electronic check,Yes,1,No,No,No,32,2276.95
Month-to-month,6023-YEBUP,No,Yes,Male,100.95,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,Yes,No,3,329.95
Month-to-month,6029-WTIPC,No,Yes,Male,101.1,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,Yes,Yes,No,37,3744.05
Month-to-month,6032-IGALN,No,No,Female,25.1,DSL,No,Yes,No phone service,No,No,Mailed check,No,0,No,No,No,1,25.1
Month-to-month,6032-KRXXO,No,No,Male,90.25,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,No,30,2755.35
Month-to-month,6038-GCYEC,No,Yes,Female,54.15,DSL,No,Yes,No phone service,No,Yes,Credit card (automatic),No,0,Yes,Yes,No,24,1240.25
Month-to-month,6047-YHPVI,No,No,Male,69.7,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,5,316.9
Month-to-month,6060-DRTNL,No,Yes,Female,84.85,Fiber optic,No,Yes,No,No,No,Mailed check,Yes,1,No,Yes,No,5,415.55
Month-to-month,6086-ESGRL,No,No,Female,80.15,Fiber optic,No,No,No,No,No,Credit card (automatic),Yes,0,Yes,No,No,1,80.15
Month-to-month,6087-MVHJH,No,Yes,Female,88.45,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,No,No,16,1422.1
Month-to-month,6100-QQHEB,Yes,No,Male,92.55,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,No,17,1515.1
Month-to-month,6101-IMRMM,Yes,Yes,Male,94.5,Fiber optic,No,No,No,No,No,Mailed check,Yes,0,Yes,Yes,No,6,575.45
Month-to-month,6108-OQZDQ,Yes,No,Female,97.95,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,4,384.5
Month-to-month,6110-OHIHY,No,No,Male,79.25,Fiber optic,No,No,No,No,No,Electronic check,Yes,0,No,Yes,No,3,267.6
Month-to-month,6121-VZNQB,No,No internet service,Female,19.1,No,No internet service,Yes,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,19.1
Month-to-month,6127-ISGTU,No,No,Female,84.95,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,No,Yes,No,16,1378.25
Month-to-month,6128-CZOMY,No,No,Female,45.65,DSL,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,1,45.65
Month-to-month,6140-QNRQQ,No,No,Male,71.55,Fiber optic,No,Yes,No,No,No,Mailed check,Yes,0,No,No,No,1,71.55
Month-to-month,6141-OOXUQ,No,No internet service,Male,19.65,No,No internet service,No,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,19.65
Month-to-month,6142-VSJQO,Yes,No,Female,44.35,DSL,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,No,No,No,1,44.35
Month-to-month,6161-UUUTA,No,No,Male,79.9,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,1,No,Yes,No,3,260.9
Month-to-month,6166-ILMNY,No,No,Female,69.75,Fiber optic,No,No,No,No,No,Bank transfer (automatic),Yes,0,No,No,No,2,144.55
Month-to-month,6168-WFVVF,No,No,Female,70.3,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,1,No,No,No,3,235.5
Month-to-month,6172-FECYY,Yes,No,Male,84.5,Fiber optic,No,No,Yes,Yes,No,Electronic check,Yes,0,No,Yes,No,49,4254.85
Month-to-month,6173-ITPWD,No,Yes,Male,83.35,Fiber optic,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,No,47,4065
Month-to-month,6178-KFNHS,Yes,No,Female,78.3,Fiber optic,Yes,Yes,Yes,No,No,Electronic check,Yes,0,No,No,No,12,909.25
Month-to-month,6179-GJPSO,No,No,Female,108.15,Fiber optic,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,1,Yes,Yes,Yes,43,4600.7
Month-to-month,6204-IEUXJ,No,Yes,Female,80.1,Fiber optic,No,No,No,No,No,Credit card (automatic),Yes,0,No,No,Yes,3,217.55
Month-to-month,6207-WIOLX,Yes,Yes,Female,58.6,DSL,Yes,Yes,No phone service,Yes,Yes,Credit card (automatic),No,0,Yes,Yes,No,25,1502.65
Month-to-month,6210-KBBPI,No,No,Male,99.45,Fiber optic,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,1,Yes,Yes,No,9,919.4
Month-to-month,6214-EDAKZ,Yes,No,Female,55.15,DSL,No,No,No,Yes,Yes,Electronic check,Yes,0,No,No,Yes,22,1206.05
Month-to-month,6221-AVQYL,No,No,Male,73.25,Fiber optic,No,Yes,Yes,No,No,Credit card (automatic),Yes,0,No,No,No,2,131.05
Month-to-month,6227-HWPWX,Yes,No,Female,69,Fiber optic,No,No,No,No,No,Bank transfer (automatic),Yes,0,No,No,No,15,994.8
Month-to-month,6230-BSUXY,No,Yes,Female,85,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,1,Yes,No,No,1,85
Month-to-month,6235-VDHOM,No,No,Female,28.45,DSL,No,No,No phone service,No,Yes,Electronic check,No,1,No,No,No,5,131.05
Month-to-month,6240-EURKS,Yes,No,Female,35,DSL,No,Yes,No phone service,No,No,Electronic check,No,0,Yes,No,No,18,553
Month-to-month,6275-YDUVO,No,Yes,Female,86.2,Fiber optic,No,Yes,No,No,No,Mailed check,Yes,0,Yes,No,No,2,178.7
Month-to-month,6284-AHOOQ,No,No,Male,90.5,Fiber optic,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,1,No,Yes,Yes,22,1910.6
Month-to-month,6298-QDFNH,No,No,Male,79.35,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,No,No,No,22,1730.35
Month-to-month,6304-IJFSQ,No,No,Male,49.9,DSL,No,Yes,No,No,Yes,Mailed check,Yes,0,No,No,No,3,130.1
Month-to-month,6311-UEUME,No,No,Female,78.9,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,Yes,No,29,2384.15
Month-to-month,6313-GIDIT,No,Yes,Male,54.45,DSL,No,Yes,No phone service,No,Yes,Electronic check,No,1,Yes,Yes,No,53,2854.55
Month-to-month,6317-YPKDH,No,No,Female,29.95,DSL,No,No,No phone service,No,Yes,Bank transfer (automatic),No,0,No,No,No,1,29.95
Month-to-month,6319-IEJWJ,Yes,No,Male,90.2,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,20,1776.55
Month-to-month,6326-MTTXK,No,No,Male,100.85,Fiber optic,No,No,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,No,8,819.55
Month-to-month,6328-ZPBGN,No,No,Female,95.15,Fiber optic,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,1,Yes,Yes,No,11,997.65
Month-to-month,6330-JKLPC,No,No,Male,80.5,Fiber optic,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,No,11,896.9
Month-to-month,6331-EWIEB,No,No,Male,85.25,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,Yes,No,20,1734.5
Month-to-month,6331-LWDTQ,No,No,Male,72.15,DSL,No,Yes,Yes,No,No,Credit card (automatic),Yes,0,Yes,Yes,No,10,794.25
Month-to-month,6338-AVWCY,No,Yes,Male,40.15,DSL,No,Yes,No phone service,No,No,Mailed check,No,0,No,Yes,No,3,130.75
Month-to-month,6347-DCUIK,No,No,Male,74.15,Fiber optic,No,Yes,Yes,No,No,Mailed check,Yes,0,No,No,No,10,811.8
Month-to-month,6352-TWCAU,No,No,Female,86.45,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,Yes,No,35,3029.1
Month-to-month,6356-ELRKD,No,No,Female,95.6,Fiber optic,Yes,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,No,1,95.6
Month-to-month,6358-LYNGM,No,No,Male,74.9,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,No,No,1,74.9
Month-to-month,6365-MTGZX,No,No,Male,96,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,Yes,24,2122.45
Month-to-month,6366-ZGQGL,No,No,Male,24.8,DSL,No,No,No phone service,No,No,Bank transfer (automatic),No,0,No,No,No,1,24.8
Month-to-month,6372-RFVNS,No,No,Female,78.8,Fiber optic,No,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,1,78.8
Month-to-month,6376-GAHQE,No,No,Male,77.85,Fiber optic,No,No,No,No,No,Electronic check,Yes,0,No,Yes,No,4,299.2
Month-to-month,6379-RXJRQ,No,No,Male,70.1,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,10,659.65
Month-to-month,6390-DSAZX,Yes,No,Female,73.6,Fiber optic,Yes,Yes,No,No,No,Mailed check,Yes,0,No,No,No,1,73.6
Month-to-month,6393-WRYZE,No,No,Female,97.65,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,No,34,3207.55
Month-to-month,6394-MFYNG,No,Yes,Female,107.4,Fiber optic,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,No,48,5121.3
Month-to-month,6397-JNZZG,No,Yes,Female,55.55,DSL,No,No,No phone service,Yes,Yes,Credit card (automatic),No,1,Yes,Yes,No,43,2342.2
Month-to-month,6400-BWQKW,No,No,Female,79.05,Fiber optic,Yes,Yes,Yes,No,No,Electronic check,Yes,0,No,No,No,6,434.5
Month-to-month,6402-ZFPPI,No,No,Female,102.8,Fiber optic,Yes,Yes,Yes,No,Yes,Mailed check,Yes,1,Yes,Yes,No,25,2660.2
Month-to-month,6410-LEFEN,No,No,Female,45.15,DSL,No,No,No,No,No,Electronic check,Yes,0,No,No,No,9,416.45
Month-to-month,6413-XKKPU,Yes,Yes,Male,89.4,Fiber optic,Yes,Yes,No,Yes,No,Electronic check,Yes,0,No,Yes,No,17,1539.45
Month-to-month,6416-TVAIH,Yes,No,Male,68.5,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,1,68.5
Month-to-month,6424-ELEYH,No,No,Female,74.75,Fiber optic,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,No,No,No,3,229.5
Month-to-month,6432-TWQLB,No,No,Male,85.4,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,0,No,No,Yes,5,401.1
Month-to-month,6437-UKHMV,No,No,Female,79.7,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,Yes,No,7,586.05
Month-to-month,6439-GTPCA,No,Yes,Female,87.25,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,No,Yes,45,3941.7
Month-to-month,6457-GIRWB,No,No,Male,69.35,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,1,69.35
Month-to-month,6457-USBER,No,No,Male,80.8,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,Yes,No,No,1,80.8
